kind,stage,layer,count,minimum,maximum,smallest_nonzero,spacing_in_sample,int8_scale,int16_scale,int8_relative_rmse,int16_relative_rmse,fp16_out_of_range_percent,fp8_e4m3_out_of_range_percent,fp8_e5m2_out_of_range_percent,plot
gradients,end,layer3.1.conv2,57802752,-0.015798995,0.022820083,1.0231815394945443e-12,1.4551915228366852e-11,0.0001796857,6.9643494e-07,0.12530224,0.00048513545,0.0,0.0,0.0,/content/drive/MyDrive/Colab_Notebooks/results/training/plots/gradients_end_layer3_1_conv2.png
gradients,end,layer3.1.bn2,50176,-0.01416284,0.017960759,8.127951645064968e-09,3.865352482534945e-12,0.0001414233,5.481356e-07,0.03251566,0.00012652304,0.0,0.0,0.0,/content/drive/MyDrive/Colab_Notebooks/results/training/plots/gradients_end_layer3_1_bn2.png
gradients,end,layer4.0.conv1,115605504,-0.013264768,0.009538736,1.1368683772161603e-13,3.637978807091713e-12,0.00010444699,4.0482095e-07,0.08172375,0.00031633902,0.0,0.0,0.0,/content/drive/MyDrive/Colab_Notebooks/results/training/plots/gradients_end_layer4_0_conv1.png
gradients,end,layer4.0.bn1,100352,-0.008090181,0.014929011,1.2243330793637597e-09,1.4551915228366852e-11,0.00011755127,4.5561117e-07,0.02897095,0.0001124289,0.0,0.0,0.0,/content/drive/MyDrive/Colab_Notebooks/results/training/plots/gradients_end_layer4_0_bn1.png
gradients,end,layer4.0.conv2,231211008,-0.010614652,0.026953856,1.4210854715202004e-14,7.275957614183426e-12,0.00021223509,8.225915e-07,0.25744233,0.0010005332,0.0,0.0,0.0,/content/drive/MyDrive/Colab_Notebooks/results/training/plots/gradients_end_layer4_0_conv2.png
gradients,end,layer4.0.bn2,100352,-0.056505732,0.037722494,1.289698459139288e-09,1.4551915228366852e-11,0.00044492702,1.7244707e-06,0.030294877,0.00011733885,0.0,0.0,0.0,/content/drive/MyDrive/Colab_Notebooks/results/training/plots/gradients_end_layer4_0_bn2.png
gradients,end,layer4.0.downsample.0,12845056,-0.046025246,0.088441305,1.4765966227514582e-13,1.8189894035458565e-12,0.00069638825,2.6990967e-06,0.45459315,0.0017734654,0.0,0.0,0.0,/content/drive/MyDrive/Colab_Notebooks/results/training/plots/gradients_end_layer4_0_downsample_0.png
gradients,end,layer4.0.downsample.1,100352,-0.056505732,0.037130162,3.0936462280806154e-09,1.4551915228366852e-11,0.00044492702,1.7244707e-06,0.029904071,0.000115789124,0.0,0.0,0.0,/content/drive/MyDrive/Colab_Notebooks/results/training/plots/gradients_end_layer4_0_downsample_1.png
gradients,end,layer4.1.conv1,231211008,-0.013577861,0.011850794,4.440892098500626e-16,1.4551915228366852e-11,0.00010691229,4.1437607e-07,0.13044994,0.0005041007,0.0,0.0,0.0,/content/drive/MyDrive/Colab_Notebooks/results/training/plots/gradients_end_layer4_1_conv1.png
gradients,end,layer4.1.bn1,100352,-0.010187867,0.010730527,2.240994945168495e-09,3.637978807091713e-12,8.449234e-05,3.274797e-07,0.019112915,7.411091e-05,0.0,0.0,0.0,/content/drive/MyDrive/Colab_Notebooks/results/training/plots/gradients_end_layer4_1_bn1.png
gradients,end,layer4.1.conv2,231211008,-0.0127219325,0.014435852,2.136241494314322e-30,3.637978807091713e-12,0.000113668124,4.4056068e-07,0.1468533,0.00056833273,0.0,0.0,0.0,/content/drive/MyDrive/Colab_Notebooks/results/training/plots/gradients_end_layer4_1_conv2.png
gradients,end,layer4.1.bn2,100352,-0.042372607,0.0613461,7.603068367539333e-27,5.820766091346741e-11,0.00048304014,1.8721915e-06,0.01925887,7.563694e-05,0.0,0.0,0.0,/content/drive/MyDrive/Colab_Notebooks/results/training/plots/gradients_end_layer4_1_bn2.png
gradients,end,fc,502740,-0.25771675,0.65114176,2.802596928649634e-45,9.313225746154785e-10,0.0051271003,1.9871875e-05,0.02190273,8.4970896e-05,0.0,0.0,0.0,/content/drive/MyDrive/Colab_Notebooks/results/training/plots/gradients_end_fc.png
weight_updates,end,conv1,169344,-0.088061586,0.16237414,7.450580596923828e-09,2.3283064365386963e-10,0.0012785365,4.955417e-06,0.035609737,0.00013775873,0.0,0.0,0.0,/content/drive/MyDrive/Colab_Notebooks/results/training/plots/weight_updates_end_conv1.png
weight_updates,end,bn1,6272,-0.035158575,0.032863855,1.1920928955078125e-07,5.960464477539063e-08,0.00027683916,1.0729873e-06,0.02370578,9.155493e-05,0.0,0.0,0.0,/content/drive/MyDrive/Colab_Notebooks/results/training/plots/weight_updates_end_bn1.png
weight_updates,end,layer1.0.conv1,3612672,-0.049003683,0.064097345,2.3283064365386963e-10,4.3655745685100555e-11,0.0005047035,1.9561555e-06,0.4157398,0.0016309452,0.0,0.0,0.0,/content/drive/MyDrive/Colab_Notebooks/results/training/plots/weight_updates_end_layer1_0_conv1.png
weight_updates,end,layer1.0.bn1,6272,-0.015091896,0.031966686,1.1920928955078125e-07,5.960464477539063e-08,0.0002517062,9.755756e-07,0.028096043,0.000109251865,0.0,0.0,0.0,/content/drive/MyDrive/Colab_Notebooks/results/training/plots/weight_updates_end_layer1_0_bn1.png
weight_updates,end,layer1.0.conv2,3612672,-0.028019391,0.018369079,4.656612873077393e-10,2.9103830456733704e-11,0.00022062512,8.5511004e-07,0.22749369,0.0008871524,0.0,0.0,0.0,/content/drive/MyDrive/Colab_Notebooks/results/training/plots/weight_updates_end_layer1_0_conv2.png
weight_updates,end,layer1.0.bn2,6272,-0.016492784,0.022818923,5.960464477539063e-08,5.960464477539063e-08,0.00017967656,6.963995e-07,0.024866505,9.6119504e-05,0.0,0.0,0.0,/content/drive/MyDrive/Colab_Notebooks/results/training/plots/weight_updates_end_layer1_0_bn2.png
weight_updates,end,layer1.1.conv1,3612672,-0.016407348,0.019193083,9.313225746154785e-10,5.820766091346741e-11,0.00015112663,5.8574426e-07,0.20073803,0.00078268704,0.0,0.0,0.0,/content/drive/MyDrive/Colab_Notebooks/results/training/plots/weight_updates_end_layer1_1_conv1.png
weight_updates,end,layer1.1.bn1,6272,-0.008428693,0.009620607,1.1920928955078125e-07,5.960464477539063e-08,7.575281e-05,2.9360658e-07,0.020536453,7.991425e-05,0.0,0.0,0.0,/content/drive/MyDrive/Colab_Notebooks/results/training/plots/weight_updates_end_layer1_1_bn1.png
weight_updates,end,layer1.1.conv2,3612672,-0.011840034,0.014282788,2.3283064365386963e-10,5.820766091346741e-11,0.0001124629,4.358894e-07,0.18882291,0.00073655974,0.0,0.0,0.0,/content/drive/MyDrive/Colab_Notebooks/results/training/plots/weight_updates_end_layer1_1_conv2.png
weight_updates,end,layer1.1.bn2,6272,-0.008001268,0.011182189,5.960464477539063e-08,5.960464477539063e-08,8.8048735e-05,3.4126373e-07,0.02352142,9.189915e-05,0.0,0.0,0.0,/content/drive/MyDrive/Colab_Notebooks/results/training/plots/weight_updates_end_layer1_1_bn2.png
weight_updates,end,layer2.0.conv1,7225344,-0.005882513,0.007897941,2.3283064365386963e-10,5.820766091346741e-11,6.218851e-05,2.410334e-07,0.10880274,0.00042148336,0.0,0.0,0.0,/content/drive/MyDrive/Colab_Notebooks/results/training/plots/weight_updates_end_layer2_0_conv1.png
weight_updates,end,layer2.0.bn1,12544,-0.0027817488,0.0049384832,5.960464477539063e-08,5.960464477539063e-08,3.8885693e-05,1.5071515e-07,0.026084876,0.00010101373,0.0,0.0,0.0,/content/drive/MyDrive/Colab_Notebooks/results/training/plots/weight_updates_end_layer2_0_bn1.png
weight_updates,end,layer2.0.conv2,14450688,-0.0035339184,0.004307527,1.1641532182693481e-10,5.820766091346741e-11,3.3917535e-05,1.314593e-07,0.10196917,0.00039647362,0.0,0.0,0.0,/content/drive/MyDrive/Colab_Notebooks/results/training/plots/weight_updates_end_layer2_0_conv2.png
weight_updates,end,layer2.0.bn2,12544,-0.0029398203,0.005456686,5.960464477539063e-08,5.960464477539063e-08,4.2966032e-05,1.6652993e-07,0.022432992,8.7318214e-05,0.0,0.0,0.0,/content/drive/MyDrive/Colab_Notebooks/results/training/plots/weight_updates_end_layer2_0_bn2.png
weight_updates,end,layer2.0.downsample.0,802816,-0.008478928,0.0092666,3.725290298461914e-09,2.1827872842550278e-11,7.2965355e-05,2.8280283e-07,0.10266593,0.00039718486,0.0,0.0,0.0,/content/drive/MyDrive/Colab_Notebooks/results/training/plots/weight_updates_end_layer2_0_downsample_0.png
weight_updates,end,layer2.0.downsample.1,12544,-0.0066429377,0.0045124292,5.960464477539063e-08,5.960464477539063e-08,5.2306597e-05,2.0273255e-07,0.027104147,0.000104588056,0.0,0.0,0.0,/content/drive/MyDrive/Colab_Notebooks/results/training/plots/weight_updates_end_layer2_0_downsample_1.png
weight_updates,end,layer2.1.conv1,14450688,-0.0042146966,0.004902916,1.4551915228366852e-11,2.9103830456733704e-11,3.8605638e-05,1.4962968e-07,0.123947494,0.0004821885,0.0,0.0,0.0,/content/drive/MyDrive/Colab_Notebooks/results/training/plots/weight_updates_end_layer2_1_conv1.png
weight_updates,end,layer2.1.bn1,12544,-0.0022960305,0.0043352842,5.960464477539063e-08,5.960464477539063e-08,3.4136097e-05,1.3230641e-07,0.026284266,0.00010181938,0.0,0.0,0.0,/content/drive/MyDrive/Colab_Notebooks/results/training/plots/weight_updates_end_layer2_1_bn1.png
weight_updates,end,layer2.1.conv2,14450688,-0.0033044135,0.0032518469,1.1641532182693481e-10,2.9103830456733704e-11,2.6019005e-05,1.00845774e-07,0.100499526,0.00039288762,0.0,0.0,0.0,/content/drive/MyDrive/Colab_Notebooks/results/training/plots/weight_updates_end_layer2_1_conv2.png
weight_updates,end,layer2.1.bn2,12544,-0.003142476,0.007032633,5.960464477539063e-08,5.960464477539063e-08,5.537506e-05,2.1462547e-07,0.026053865,0.00010118599,0.0,0.0,0.0,/content/drive/MyDrive/Colab_Notebooks/results/training/plots/weight_updates_end_layer2_1_bn2.png
weight_updates,end,layer3.0.conv1,28901376,-0.003025189,0.004268816,4.3655745685100555e-11,1.4551915228366852e-11,3.3612727e-05,1.3027791e-07,0.1349173,0.0005220442,0.0,0.0,0.0,/content/drive/MyDrive/Colab_Notebooks/results/training/plots/weight_updates_end_layer3_0_conv1.png
weight_updates,end,layer3.0.bn1,25088,-0.0013508797,0.0029141903,5.960464477539063e-08,5.960464477539063e-08,2.294638e-05,8.8936744e-08,0.025458409,9.913531e-05,0.0,0.0,0.0,/content/drive/MyDrive/Colab_Notebooks/results/training/plots/weight_updates_end_layer3_0_bn1.png
weight_updates,end,layer3.0.conv2,57802752,-0.0032029664,0.00243406,4.3655745685100555e-11,2.9103830456733704e-11,2.5220208e-05,9.774976e-08,0.16739918,0.0006468156,0.0,0.0,0.0,/content/drive/MyDrive/Colab_Notebooks/results/training/plots/weight_updates_end_layer3_0_conv2.png
weight_updates,end,layer3.0.bn2,25088,-0.0018860698,0.0034743547,5.960464477539063e-08,5.960464477539063e-08,2.7357124e-05,1.06032125e-07,0.021595275,8.3412684e-05,0.0,0.0,0.0,/content/drive/MyDrive/Colab_Notebooks/results/training/plots/weight_updates_end_layer3_0_bn2.png
weight_updates,end,layer3.0.downsample.0,3211264,-0.0064264387,0.005457079,4.656612873077393e-10,5.820766091346741e-11,5.060188e-05,1.9612533e-07,0.22034407,0.0008542771,0.0,0.0,0.0,/content/drive/MyDrive/Colab_Notebooks/results/training/plots/weight_updates_end_layer3_0_downsample_0.png
weight_updates,end,layer3.0.downsample.1,25088,-0.0033854246,0.0020593405,5.960464477539063e-08,5.960464477539063e-08,2.6656886e-05,1.03318115e-07,0.016494026,6.4124244e-05,0.0,0.0,0.0,/content/drive/MyDrive/Colab_Notebooks/results/training/plots/weight_updates_end_layer3_0_downsample_1.png
weight_updates,end,layer3.1.conv1,57802752,-0.0022957511,0.0021236015,7.275957614183426e-12,1.4551915228366852e-11,1.807678e-05,7.00629e-08,0.1205831,0.0004680387,0.0,0.0,0.0,/content/drive/MyDrive/Colab_Notebooks/results/training/plots/weight_updates_end_layer3_1_conv1.png
weight_updates,end,layer3.1.bn1,25088,-0.0014179349,0.0023401976,5.960464477539063e-08,5.960464477539063e-08,1.8426752e-05,7.141934e-08,0.020091327,7.72859e-05,0.0,0.0,0.0,/content/drive/MyDrive/Colab_Notebooks/results/training/plots/weight_updates_end_layer3_1_bn1.png
weight_updates,end,layer3.1.conv2,57802752,-0.0035815607,0.0021383732,4.3655745685100555e-11,2.9103830456733704e-11,2.8201266e-05,1.0930389e-07,0.19629738,0.0007616685,0.0,0.0,0.0,/content/drive/MyDrive/Colab_Notebooks/results/training/plots/weight_updates_end_layer3_1_conv2.png
weight_updates,end,layer3.1.bn2,25088,-0.0017543435,0.0059295893,5.960464477539063e-08,5.960464477539063e-08,4.6689678e-05,1.8096223e-07,0.02932205,0.00011346901,0.0,0.0,0.0,/content/drive/MyDrive/Colab_Notebooks/results/training/plots/weight_updates_end_layer3_1_bn2.png
weight_updates,end,layer4.0.conv1,115605504,-0.0017488301,0.0020285416,1.0913936421275139e-11,1.4551915228366852e-11,1.597277e-05,6.190807e-08,0.124398544,0.00048569473,0.0,0.0,0.0,/content/drive/MyDrive/Colab_Notebooks/results/training/plots/weight_updates_end_layer4_0_conv1.png
weight_updates,end,layer4.0.bn1,50176,-0.0016616583,0.001819849,5.960464477539063e-08,5.960464477539063e-08,1.432952e-05,5.553908e-08,0.017743675,6.9192785e-05,0.0,0.0,0.0,/content/drive/MyDrive/Colab_Notebooks/results/training/plots/weight_updates_end_layer4_0_bn1.png
weight_updates,end,layer4.0.conv2,231211008,-0.0026634652,0.001582887,1.4551915228366852e-11,5.4569682106375694e-12,2.0972167e-05,8.128499e-08,0.2544186,0.0009890484,0.0,0.0,0.0,/content/drive/MyDrive/Colab_Notebooks/results/training/plots/weight_updates_end_layer4_0_conv2.png
weight_updates,end,layer4.0.bn2,50176,-0.0060551763,0.0050525665,5.960464477539063e-08,5.960464477539063e-08,4.7678554e-05,1.8479496e-07,0.01508067,5.821544e-05,0.0,0.0,0.0,/content/drive/MyDrive/Colab_Notebooks/results/training/plots/weight_updates_end_layer4_0_bn2.png
weight_updates,end,layer4.0.downsample.0,12845056,-0.00858493,0.008201927,1.4551915228366852e-11,7.275957614183426e-12,6.759787e-05,2.6199925e-07,0.44190842,0.0017169997,0.0,0.0,0.0,/content/drive/MyDrive/Colab_Notebooks/results/training/plots/weight_updates_end_layer4_0_downsample_0.png
weight_updates,end,layer4.0.downsample.1,50176,-0.0071504116,0.012002945,5.960464477539063e-08,5.960464477539063e-08,9.451138e-05,3.6631198e-07,0.024216976,9.4003975e-05,0.0,0.0,0.0,/content/drive/MyDrive/Colab_Notebooks/results/training/plots/weight_updates_end_layer4_0_downsample_1.png
weight_updates,end,layer4.1.conv1,231211008,-0.0019721128,0.0022660736,1.0913936421275139e-11,1.4551915228366852e-11,1.78431e-05,6.915719e-08,0.2167614,0.00084160763,0.0,0.0,0.0,/content/drive/MyDrive/Colab_Notebooks/results/training/plots/weight_updates_end_layer4_1_conv1.png
weight_updates,end,layer4.1.bn1,50176,-0.0012695789,0.002014637,5.960464477539063e-08,5.960464477539063e-08,1.5863283e-05,6.148372e-08,0.01795407,6.936702e-05,0.0,0.0,0.0,/content/drive/MyDrive/Colab_Notebooks/results/training/plots/weight_updates_end_layer4_1_bn1.png
weight_updates,end,layer4.1.conv2,231211008,-0.0024685543,0.0023608562,7.275957614183426e-12,7.275957614183426e-12,1.9437435e-05,7.53366e-08,0.25183365,0.000972017,0.0,0.0,0.0,/content/drive/MyDrive/Colab_Notebooks/results/training/plots/weight_updates_end_layer4_1_conv2.png
weight_updates,end,layer4.1.bn2,50176,-0.005869746,0.005261123,5.960464477539063e-08,5.960464477539063e-08,4.6218473e-05,1.7913591e-07,0.009433067,3.66293e-05,0.0,0.0,0.0,/content/drive/MyDrive/Colab_Notebooks/results/training/plots/weight_updates_end_layer4_1_bn2.png
weight_updates,end,fc,501760,-0.04891654,0.037014686,9.313225746154785e-10,1.1641532182693481e-10,0.0003851696,1.49286e-06,0.021521885,8.345202e-05,0.0,0.0,0.0,/content/drive/MyDrive/Colab_Notebooks/results/training/plots/weight_updates_end_fc.png
weights,end,conv1,1728,-0.9206343,1.7775763,0.0001326437050011009,5.960464477539063e-08,0.013996664,5.424898e-05,0.013940429,5.5343986e-05,0.0,0.0,0.0,/content/drive/MyDrive/Colab_Notebooks/results/training/plots/weights_end_conv1.png
weights,end,bn1,64,0.62781477,1.396817,0.627814769744873,2.09808349609375e-05,0.010998559,4.2628773e-05,0.0033237378,1.2603901e-05,0.0,0.0,0.0,/content/drive/MyDrive/Colab_Notebooks/results/training/plots/weights_end_bn1.png
bias,end,bn1,64,-0.25300473,0.41770104,0.0010490699205547571,2.8323382139205933e-05,0.0032889845,1.2747613e-05,0.008104215,3.2597913e-05,0.0,0.0,0.0,/content/drive/MyDrive/Colab_Notebooks/results/training/plots/bias_end_bn1.png
weights,end,layer1.0.conv1,36864,-0.5760543,0.7416411,3.0413320928346366e-06,1.862645149230957e-09,0.005839694,2.2633782e-05,0.019526094,7.56205e-05,0.0,0.0,0.0,/content/drive/MyDrive/Colab_Notebooks/results/training/plots/weights_end_layer1_0_conv1.png
weights,end,layer1.0.bn1,64,0.80220276,1.3131003,0.8022027611732483,4.202127456665039e-05,0.010339373,4.0073865e-05,0.0028190797,1.119497e-05,0.0,0.0,0.0,/content/drive/MyDrive/Colab_Notebooks/results/training/plots/weights_end_layer1_0_bn1.png
bias,end,layer1.0.bn1,64,-0.21392338,0.1356859,0.0004289011412765831,8.158385753631592e-06,0.0016844361,6.5286226e-06,0.006000526,2.4323865e-05,0.0,0.0,0.0,/content/drive/MyDrive/Colab_Notebooks/results/training/plots/bias_end_layer1_0_bn1.png
weights,end,layer1.0.conv2,36864,-0.3364845,0.35944623,5.035133767705702e-07,9.313225746154785e-10,0.0028302853,1.0969763e-05,0.011205141,4.3385902e-05,0.0,0.0,0.0,/content/drive/MyDrive/Colab_Notebooks/results/training/plots/weights_end_layer1_0_conv2.png
weights,end,layer1.0.bn2,64,0.8422469,1.3517368,0.8422468900680542,8.690357208251953e-05,0.010643597,4.125299e-05,0.002905816,1.1419845e-05,0.0,0.0,0.0,/content/drive/MyDrive/Colab_Notebooks/results/training/plots/weights_end_layer1_0_bn2.png
bias,end,layer1.0.bn2,64,-0.18344983,0.06314293,6.0880451201228425e-05,0.00010848045349121094,0.0014444869,5.5986156e-06,0.0065525263,2.2359518e-05,0.0,0.0,0.0,/content/drive/MyDrive/Colab_Notebooks/results/training/plots/bias_end_layer1_0_bn2.png
weights,end,layer1.1.conv1,36864,-0.31419638,0.28139386,5.357092959457077e-06,9.313225746154785e-10,0.0024739872,9.588805e-06,0.010664159,4.1584306e-05,0.0,0.0,0.0,/content/drive/MyDrive/Colab_Notebooks/results/training/plots/weights_end_layer1_1_conv1.png
weights,end,layer1.1.bn1,64,0.90889895,1.1520272,0.9088989496231079,2.7239322662353516e-05,0.009071081,3.5158155e-05,0.0025744685,9.585255e-06,0.0,0.0,0.0,/content/drive/MyDrive/Colab_Notebooks/results/training/plots/weights_end_layer1_1_bn1.png
bias,end,layer1.1.bn1,64,-0.21705133,0.07772907,0.0018471350194886327,2.3359432816505432e-05,0.0017090655,6.624083e-06,0.007511466,3.045082e-05,0.0,0.0,0.0,/content/drive/MyDrive/Colab_Notebooks/results/training/plots/bias_end_layer1_1_bn1.png
weights,end,layer1.1.conv2,36864,-0.2570944,0.25240734,7.070498213579413e-07,2.3283064365386963e-10,0.0020243654,7.846138e-06,0.00922465,3.5889818e-05,0.0,0.0,0.0,/content/drive/MyDrive/Colab_Notebooks/results/training/plots/weights_end_layer1_1_conv2.png
weights,end,layer1.1.bn2,64,0.9087543,1.1761374,0.908754289150238,2.6702880859375e-05,0.0092609245,3.589396e-05,0.0027724786,1.0979105e-05,0.0,0.0,0.0,/content/drive/MyDrive/Colab_Notebooks/results/training/plots/weights_end_layer1_1_bn2.png
bias,end,layer1.1.bn2,64,-0.13633445,0.035071936,0.0004143940459471196,3.551505506038666e-05,0.0010734996,4.160724e-06,0.00820904,3.381224e-05,0.0,0.0,0.0,/content/drive/MyDrive/Colab_Notebooks/results/training/plots/bias_end_layer1_1_bn2.png
weights,end,layer2.0.conv1,73728,-0.17656316,0.19743524,4.820241201741737e-07,4.656612873077393e-10,0.0015546082,6.0254292e-06,0.010047425,3.9031358e-05,0.0,0.0,0.0,/content/drive/MyDrive/Colab_Notebooks/results/training/plots/weights_end_layer2_0_conv1.png
weights,end,layer2.0.bn1,128,0.963083,1.0812994,0.963083028793335,1.7881393432617188e-06,0.008514169,3.2999647e-05,0.0024661126,9.1133725e-06,0.0,0.0,0.0,/content/drive/MyDrive/Colab_Notebooks/results/training/plots/weights_end_layer2_0_bn1.png
bias,end,layer2.0.bn1,128,-0.1460456,0.031196602,4.418430762598291e-06,9.5367431640625e-07,0.0011499653,4.457094e-06,0.008411722,3.588827e-05,0.0,0.0,0.0,/content/drive/MyDrive/Colab_Notebooks/results/training/plots/bias_end_layer2_0_bn1.png
weights,end,layer2.0.conv2,147456,-0.17856719,0.18424848,1.514166143579132e-07,4.656612873077393e-10,0.0014507754,5.6229887e-06,0.009742464,3.7886435e-05,0.0,0.0,0.0,/content/drive/MyDrive/Colab_Notebooks/results/training/plots/weights_end_layer2_0_conv2.png
weights,end,layer2.0.bn2,128,0.94107187,1.0856142,0.9410718679428101,3.4570693969726562e-06,0.008548143,3.3131328e-05,0.0024458915,8.981951e-06,0.0,0.0,0.0,/content/drive/MyDrive/Colab_Notebooks/results/training/plots/weights_end_layer2_0_bn2.png
bias,end,layer2.0.bn2,128,-0.15793933,0.045353297,0.0005840300000272691,1.789536327123642e-06,0.0012436168,4.8200727e-06,0.008165908,3.3520664e-05,0.0,0.0,0.0,/content/drive/MyDrive/Colab_Notebooks/results/training/plots/bias_end_layer2_0_bn2.png
weights,end,layer2.0.downsample.0,8192,-0.43688166,0.52142847,4.8709887778386474e-05,7.450580596923828e-09,0.004105736,1.591322e-05,0.009304167,3.631239e-05,0.0,0.0,0.0,/content/drive/MyDrive/Colab_Notebooks/results/training/plots/weights_end_layer2_0_downsample_0.png
weights,end,layer2.0.downsample.1,128,0.9351199,1.0394893,0.9351199269294739,6.020069122314453e-06,0.0081849545,3.1723663e-05,0.0024127506,9.528866e-06,0.0,0.0,0.0,/content/drive/MyDrive/Colab_Notebooks/results/training/plots/weights_end_layer2_0_downsample_1.png
bias,end,layer2.0.downsample.1,128,-0.15793933,0.045353297,0.0005840300000272691,1.789536327123642e-06,0.0012436168,4.8200727e-06,0.008165908,3.3520664e-05,0.0,0.0,0.0,/content/drive/MyDrive/Colab_Notebooks/results/training/plots/bias_end_layer2_0_downsample_1.png
weights,end,layer2.1.conv1,147456,-0.17533994,0.20567486,9.711658321975847e-07,4.656612873077393e-10,0.0016194871,6.27689e-06,0.011060431,4.298826e-05,0.0,0.0,0.0,/content/drive/MyDrive/Colab_Notebooks/results/training/plots/weights_end_layer2_1_conv1.png
weights,end,layer2.1.bn1,128,0.9661611,1.0571021,0.9661610722541809,1.7881393432617188e-06,0.008323639,3.226118e-05,0.0024160808,9.042146e-06,0.0,0.0,0.0,/content/drive/MyDrive/Colab_Notebooks/results/training/plots/weights_end_layer2_1_bn1.png
bias,end,layer2.1.bn1,128,-0.16836862,0.055989888,0.0003705887065734714,6.845220923423767e-07,0.0013257372,5.1383595e-06,0.007995835,3.005408e-05,0.0,0.0,0.0,/content/drive/MyDrive/Colab_Notebooks/results/training/plots/bias_end_layer2_1_bn1.png
weights,end,layer2.1.conv2,147456,-0.1987712,0.19555686,2.518676751606108e-07,9.313225746154785e-10,0.0015651275,6.0662005e-06,0.010564101,4.1064282e-05,0.0,0.0,0.0,/content/drive/MyDrive/Colab_Notebooks/results/training/plots/weights_end_layer2_1_conv2.png
weights,end,layer2.1.bn2,128,0.94155186,1.1146612,0.9415518641471863,2.8967857360839844e-05,0.00877686,3.4017798e-05,0.0024157614,9.5155765e-06,0.0,0.0,0.0,/content/drive/MyDrive/Colab_Notebooks/results/training/plots/weights_end_layer2_1_bn2.png
bias,end,layer2.1.bn2,128,-0.10186765,0.043533895,6.756965740351006e-05,3.051944077014923e-06,0.0008021075,3.108849e-06,0.007617599,2.9085539e-05,0.0,0.0,0.0,/content/drive/MyDrive/Colab_Notebooks/results/training/plots/bias_end_layer2_1_bn2.png
weights,end,layer3.0.conv1,294912,-0.1411233,0.13849658,1.9466588696559484e-07,9.313225746154785e-10,0.0011112071,4.3068726e-06,0.010625821,4.1337466e-05,0.0,0.0,0.0,/content/drive/MyDrive/Colab_Notebooks/results/training/plots/weights_end_layer3_0_conv1.png
weights,end,layer3.0.bn1,256,0.97461367,1.0384738,0.9746136665344238,5.960464477539063e-08,0.008176959,3.1692674e-05,0.0023050418,8.872479e-06,0.0,0.0,0.0,/content/drive/MyDrive/Colab_Notebooks/results/training/plots/weights_end_layer3_0_bn1.png
bias,end,layer3.0.bn1,256,-0.102640934,0.025872651,4.165557402302511e-05,1.2689270079135895e-07,0.0008081963,3.1324482e-06,0.00857628,3.302129e-05,0.0,0.0,0.0,/content/drive/MyDrive/Colab_Notebooks/results/training/plots/bias_end_layer3_0_bn1.png
weights,end,layer3.0.conv2,589824,-0.13128708,0.14764737,6.221186055199723e-08,2.3283064365386963e-10,0.0011625777,4.5059774e-06,0.011259562,4.3576812e-05,0.0,0.0,0.0,/content/drive/MyDrive/Colab_Notebooks/results/training/plots/weights_end_layer3_0_conv2.png
weights,end,layer3.0.bn2,256,0.9673904,1.0590914,0.9673904180526733,7.748603820800781e-07,0.008339303,3.2321892e-05,0.002360749,9.404946e-06,0.0,0.0,0.0,/content/drive/MyDrive/Colab_Notebooks/results/training/plots/weights_end_layer3_0_bn2.png
bias,end,layer3.0.bn2,256,-0.11134556,0.031702276,1.4961355191189796e-05,4.172325134277344e-07,0.0008767367,3.3981005e-06,0.0076271472,3.0074289e-05,0.0,0.0,0.0,/content/drive/MyDrive/Colab_Notebooks/results/training/plots/bias_end_layer3_0_bn2.png
weights,end,layer3.0.downsample.0,32768,-0.3734129,0.3699515,7.146637017285684e-06,3.725290298461914e-09,0.0029402592,1.1396005e-05,0.009465987,3.678435e-05,0.0,0.0,0.0,/content/drive/MyDrive/Colab_Notebooks/results/training/plots/weights_end_layer3_0_downsample_0.png
weights,end,layer3.0.downsample.1,256,0.9475082,1.025509,0.9475082159042358,5.960464477539063e-08,0.008074874,3.1297008e-05,0.0023392313,8.7859735e-06,0.0,0.0,0.0,/content/drive/MyDrive/Colab_Notebooks/results/training/plots/weights_end_layer3_0_downsample_1.png
bias,end,layer3.0.downsample.1,256,-0.11134556,0.031702276,1.4961355191189796e-05,4.172325134277344e-07,0.0008767367,3.3981005e-06,0.0076271472,3.0074289e-05,0.0,0.0,0.0,/content/drive/MyDrive/Colab_Notebooks/results/training/plots/bias_end_layer3_0_downsample_1.png
weights,end,layer3.1.conv1,589824,-0.14656457,0.13466267,3.5273561849180624e-08,4.656612873077393e-10,0.0011540517,4.4729322e-06,0.011203027,4.3246495e-05,0.0,0.0,0.0,/content/drive/MyDrive/Colab_Notebooks/results/training/plots/weights_end_layer3_1_conv1.png
weights,end,layer3.1.bn1,256,0.9715,1.0527484,0.9714999794960022,5.364418029785156e-07,0.008289358,3.2128315e-05,0.0023213173,9.873933e-06,0.0,0.0,0.0,/content/drive/MyDrive/Colab_Notebooks/results/training/plots/weights_end_layer3_1_bn1.png
bias,end,layer3.1.bn1,256,-0.10086955,0.027928896,0.0001200237893499434,7.841736078262329e-07,0.0007942484,3.0783883e-06,0.007858535,3.2104614e-05,0.0,0.0,0.0,/content/drive/MyDrive/Colab_Notebooks/results/training/plots/bias_end_layer3_1_bn1.png
